Date,SequenceNumber,PacketNumber,NodeId,SrcNodeId,LqiValue,RssiValues
1164988848234,8,205,1,16,-14,235
1164988848234,8,205,1,14,-21,235
1164988848718,4,204,8,3,-11,235
1164988848718,4,204,8,14,-15,236
1164988848812,2,203,18,16,-9,236
1164988848812,2,203,18,3,-28,234
1164988849234,9,205,1,3,-31,235
1164988849718,5,204,8,1,-27,235
1164988849718,5,204,8,20,-13,232
1164988849812,3,203,18,14,-10,236
1164988849812,3,203,18,1,-32,234
1164988851500,0,203,19,11,-22,235
1164988851500,0,203,19,12,-17,234
1164988851718,6,204,8,5,-6,234
1164988851718,6,204,8,7,-2,236
1164988851812,4,203,18,20,-7,235
1164988851812,4,203,18,5,-24,236
1164988853156,0,204,9,2,-15,236
1164988853156,0,204,9,16,-17,236
1164988853500,1,203,19,6,-13,235
1164988853500,1,203,19,8,-28,236
1164988854734,7,204,8,4,-4,235
1164988854734,7,204,8,19,-29,236
1164988854812,5,203,18,7,-17,235
1164988854812,5,203,18,4,-25,230
1164988855031,1,204,9,3,-13,236
1164988855031,1,204,9,14,-35,236
1164988856500,2,203,19,10,-16,236
1164988856500,2,203,19,18,-1,235
1164988856718,8,204,8,11,-4,235
1164988856718,8,204,8,12,-12,235
1164988856796,0,204,10,18,-17,235
1164988856796,0,204,10,17,-23,236
1164988856812,6,203,18,19,-2,235
1164988856812,6,203,18,11,-13,236
1164988857046,2,204,9,1,-23,235
1164988857046,2,204,9,20,-13,234
1164988858500,3,203,19,17,-14,236
1164988858500,3,203,19,15,-13,235
1164988858750,9,204,8,6,-1,236
1164988858781,1,204,10,15,-13,235
1164988858781,1,204,10,13,-15,235
1164988858812,7,203,18,12,-13,236
1164988858812,7,203,18,6,-18,235
1164988860046,3,204,9,5,-9,235
1164988860046,3,204,9,7,-10,235
1164988860281,0,203,20,5,-28,235
1164988860281,0,203,20,7,-15,235
1164988860500,4,203,19,13,-16,236
1164988860500,4,203,19,9,-19,234
1164988860515,0,204,11,12,-6,235
1164988860515,0,204,11,6,-9,236
1164988860812,2,204,10,9,-10,235
1164988860812,2,204,10,2,-25,236
1164988860812,8,203,18,8,-34,233
1164988860812,8,203,18,10,-19,235
1164988862046,4,204,9,4,-2,236
1164988862046,4,204,9,19,-21,236
1164988862296,1,203,20,4,-17,235
1164988862296,1,203,20,19,-8,235
1164988862500,5,203,19,2,-28,234
1164988862500,5,203,19,16,-13,235
1164988862515,1,204,11,8,-9,236
1164988862515,1,204,11,10,-2,233
1164988862796,3,204,10,16,-18,236
1164988862796,3,204,10,3,-24,235
1164988863046,5,204,9,11,-1,236
1164988863046,5,204,9,12,-12,235
1164988863296,2,203,20,11,-18,234
1164988863296,2,203,20,12,-20,236
1164988863500,6,203,19,3,-30,235
1164988863500,6,203,19,14,-10,235
1164988863515,2,204,11,18,-13,235
1164988863515,2,204,11,17,-27,234
1164988863796,4,204,10,14,-1,236
1164988863796,4,204,10,1,-10,236
1164988864046,6,204,9,6,-1,235
1164988864046,6,204,9,8,-1,236
1164988864281,3,203,20,6,-18,234
1164988864281,3,203,20,8,-16,235
1164988864500,7,203,19,1,-23,235
1164988864500,7,203,19,20,-6,235
1164988864515,3,204,11,15,-3,235
1164988864515,3,204,11,13,-9,236
1164988864796,5,204,10,20,-17,234
1164988864812,5,204,10,5,-19,236
1164988865046,7,204,9,10,-12,236
1164988865046,7,204,9,18,-23,235
1164988865281,4,203,20,10,-21,235
1164988865281,4,203,20,18,-8,235
1164988865500,8,203,19,5,-31,236
1164988865500,8,203,19,7,-18,235
1164988865515,4,204,11,9,-5,235
1164988865515,4,204,11,2,-17,234
1164988865796,6,204,10,7,-4,235
1164988865796,6,204,10,4,-12,236
1164988866046,8,204,9,17,-9,235
1164988866046,8,204,9,15,-15,234
1164988866171,0,204,14,1,-21,235
1164988866171,0,204,14,20,-14,235
1164988866281,5,203,20,17,-7,234
1164988866281,5,203,20,15,-33,234
1164988867500,9,203,19,4,-27,235
1164988867515,5,204,11,16,-14,236
1164988867515,5,204,11,3,-17,235
1164988867796,7,204,10,19,-16,236
1164988867796,7,204,10,11,-6,235
1164988868046,9,204,9,13,-11,235
1164988868171,1,204,14,5,-25,234
1164988868171,1,204,14,7,-21,236
1164988868296,6,203,20,13,-10,235
1164988868296,6,203,20,9,-15,236
1164988868515,6,204,11,14,-8,235
1164988868515,6,204,11,1,-17,235
1164988868796,8,204,10,12,-2,235
1164988868796,8,204,10,6,-9,236
1164988869078,0,205,2,16,-31,235
1164988869078,0,205,2,3,-6,235
1164988869187,2,204,14,4,-23,235
1164988869187,2,204,14,19,-9,235
1164988869296,7,203,20,2,-27,236
1164988869296,7,203,20,16,-18,236
1164988870515,7,204,11,20,-20,235
1164988870515,7,204,11,5,-29,235
1164988870640,0,204,12,6,-6,236
1164988870640,0,204,12,8,-13,236
1164988870796,9,204,10,8,-8,236
1164988870968,0,204,15,13,-10,235
1164988870968,0,204,15,9,-13,235
1164988871078,1,205,2,14,-25,235
1164988871078,1,205,2,20,-22,234
1164988871171,3,204,14,11,-5,235
1164988871171,3,204,14,12,-10,234
1164988871296,8,203,20,3,-26,236
1164988871296,8,203,20,14,-13,235
1164988871515,8,204,11,7,-15,235
1164988871515,8,204,11,4,-10,233
1164988871656,1,204,12,10,-3,236
1164988871656,1,204,12,18,-11,235
1164988872968,1,204,15,2,-21,235
1164988872968,1,204,15,16,-16,235
1164988873093,2,205,2,5,-9,235
1164988873093,2,205,2,7,-9,231
1164988873171,0,205,3,1,-32,235
1164988873171,0,205,3,20,-25,234
1164988873171,4,204,14,6,-21,235
1164988873171,4,204,14,8,-16,235
1164988873281,9,203,20,1,-33,235
1164988873515,9,204,11,19,-26,234
1164988873640,2,204,12,17,-2,236
1164988873640,2,204,12,15,-15,236
1164988873968,2,204,15,3,-17,235
1164988873968,2,204,15,14,-18,235
1164988874078,3,205,2,4,-19,234
1164988874078,3,205,2,19,-28,234
1164988874109,0,204,16,1,-13,235
1164988874109,0,204,16,20,-15,236
1164988874156,1,205,3,5,-11,235
1164988874156,1,205,3,7,-2,235
1164988874171,5,204,14,10,-1,236
1164988874171,5,204,14,18,-10,236
1164988874656,3,204,12,13,-1,235
1164988874656,3,204,12,9,-12,236
1164988874968,3,204,15,1,-17,235
1164988874968,3,204,15,20,-31,235
1164988875078,4,205,2,11,-10,234
1164988875078,4,205,2,12,-17,235
1164988875109,1,204,16,5,-19,235
1164988875109,1,204,16,7,-13,236
1164988875171,2,205,3,4,-22,234
1164988875171,2,205,3,19,-33,236
1164988875171,6,204,14,17,-6,236
1164988875171,6,204,14,15,-19,234
1164988876656,4,204,12,2,-19,236
1164988876656,4,204,12,16,-15,235
1164988876968,4,204,15,5,-20,236
1164988876968,4,204,15,7,-10,235
1164988877031,0,204,13,9,-10,235
1164988877031,0,204,13,2,-31,235
1164988877078,5,205,2,6,-5,235
1164988877078,5,205,2,8,-9,235
1164988877109,2,204,16,4,-17,233
1164988877109,2,204,16,19,-15,234
1164988877171,3,205,3,11,-15,236
1164988877171,3,205,3,12,-16,235
1164988877171,7,204,14,13,-13,236
1164988877187,7,204,14,9,-35,235
1164988877656,5,204,12,3,-15,236
1164988877656,5,204,12,14,-11,236
1164988877953,5,204,15,4,-15,235
1164988877953,5,204,15,19,-13,235
1164988878031,1,204,13,16,-2,236
1164988878031,1,204,13,14,-10,235
1164988878078,6,205,2,10,-26,235
1164988878078,6,205,2,18,-48,212
1164988878109,3,204,16,11,-10,235
1164988878109,3,204,16,12,-15,234
1164988878171,4,205,3,6,-15,235
1164988878171,4,205,3,8,-13,235
1164988878187,8,204,14,2,-28,236
1164988878187,8,204,14,16,-14,234
1164988879640,6,204,12,1,-17,236
1164988879640,6,204,12,20,-20,235
1164988879843,0,204,17,15,-10,236
1164988879843,0,204,17,13,-8,235
1164988879984,6,204,15,11,-1,235
1164988879984,6,204,15,12,-13,236
1164988880031,2,204,13,1,-23,235
1164988880031,2,204,13,20,-12,235
1164988880093,7,205,2,17,-25,234
1164988880093,7,205,2,15,-21,235
1164988880109,4,204,16,6,-11,235
1164988880109,4,204,16,8,-20,235
1164988880171,5,205,3,10,-27,234
1164988880171,5,205,3,18,-29,234
1164988880171,9,204,14,3,-32,235
1164988880656,7,204,12,5,-29,236
1164988880656,7,204,12,7,-23,236
1164988880843,1,204,17,9,-9,234
1164988880843,1,204,17,2,-29,236
1164988880968,7,204,15,6,-8,235
1164988880968,7,204,15,8,-14,236
1164988881031,3,204,13,5,-17,234
1164988881031,3,204,13,7,-17,235
1164988881078,8,205,2,13,-29,236
1164988881078,8,205,2,9,-9,234
1164988881109,5,204,16,10,-20,234
1164988881109,5,204,16,18,-9,235
1164988881171,6,205,3,17,-18,236
1164988881171,6,205,3,15,-20,236
1164988881640,8,204,12,4,-16,235
1164988881640,8,204,12,19,-19,236
1164988881843,2,204,17,16,-3,236
1164988881843,2,204,17,3,-18,234
1164988881968,8,204,15,10,-13,236
1164988881968,8,204,15,18,-3,236
1164988882046,4,204,13,4,-10,236
1164988882046,4,204,13,19,-17,235
1164988882125,6,204,16,17,-4,235
1164988882125,6,204,16,15,-17,236
1164988882171,7,205,3,13,-22,235
1164988882171,7,205,3,9,-9,235
1164988882640,9,204,12,11,-1,235
1164988882843,3,204,17,14,-10,234
1164988882843,3,204,17,1,-31,236
1164988882953,9,204,15,17,-8,235
1164988883031,5,204,13,11,-10,235
1164988883031,5,204,13,12,-1,236
1164988883109,7,204,16,13,-1,235
1164988883109,7,204,16,9,-17,234
1164988883171,8,205,3,2,-8,235
1164988883171,8,205,3,16,-21,236
1164988884843,4,204,17,20,-4,236
1164988884859,4,204,17,5,-15,234
1164988885031,6,204,13,6,-15,233
1164988885031,6,204,13,8,-11,236
1164988885109,8,204,16,2,-33,233
1164988885109,8,204,16,3,-20,234
1164988885171,9,205,3,14,-33,236
1164988885484,0,205,4,19,-31,235
1164988885484,0,205,4,11,-10,235
1164988885859,5,204,17,7,-24,235
1164988885859,5,204,17,4,-19,236
1164988886031,7,204,13,10,-17,235
1164988886031,7,204,13,18,-15,234
1164988886125,9,204,16,14,-14,235
1164988886500,1,205,4,12,-18,235
1164988886500,1,205,4,6,-12,236
1164988887843,6,204,17,19,-17,236
1164988887843,6,204,17,11,-24,232
1164988888015,8,204,13,17,-6,236
1164988888015,8,204,13,15,-11,236
1164988888562,2,205,4,8,-2,235
1164988888562,2,205,4,10,-13,235
1164988888843,7,204,17,12,-4,235
1164988888843,7,204,17,6,-15,235
1164988889484,3,205,4,18,-29,234
1164988889484,3,205,4,17,-20,235
1164988889703,0,205,6,8,-6,236
1164988889703,0,205,6,10,-16,235
1164988889859,8,204,17,8,-15,236
1164988889859,8,204,17,10,-26,234
1164988890484,4,205,4,15,-19,236
1164988890484,4,205,4,13,-15,236
1164988890703,1,205,6,18,-21,235
1164988890703,1,205,6,17,-17,235
1164988890843,9,204,17,18,-24,236
1164988891500,5,205,4,9,-7,236
1164988891500,5,205,4,2,-25,235
1164988892703,2,205,6,15,-11,234
1164988892703,2,205,6,13,-17,236
1164988894453,0,205,7,4,-11,234
1164988894453,0,205,7,19,-21,235
1164988894500,6,205,4,16,-20,236
1164988894500,6,205,4,14,-25,236
1164988894703,3,205,6,9,-1,235
1164988894703,3,205,6,2,-10,236
1164988895453,1,205,7,11,-14,235
1164988895453,1,205,7,12,-25,235
1164988895484,7,205,4,3,-23,233
1164988895484,7,205,4,20,-17,235
1164988895703,4,205,6,16,-13,236
1164988895703,4,205,6,3,-15,235
1164988896218,0,206,1,20,-33,235
1164988896218,0,206,1,5,-31,235
1164988896437,2,205,7,6,-4,236
1164988896437,2,205,7,8,-6,236
1164988896500,8,205,4,5,-3,236
1164988896500,8,205,4,7,-12,235
1164988896703,5,205,6,14,-23,234
1164988896703,5,205,6,1,-27,236
1164988897234,1,206,1,7,-22,235
1164988897234,1,206,1,4,-32,234
1164988897437,3,205,7,10,-9,236
1164988897437,3,205,7,18,-19,236
1164988897703,6,205,6,20,-19,232
1164988897703,6,205,6,5,-11,235
1164988899218,2,206,1,19,-25,235
1164988899218,2,206,1,11,-15,234
1164988899453,4,205,7,17,-25,235
1164988899453,4,205,7,15,-12,236
1164988899703,7,205,6,7,-5,236
1164988899703,7,205,6,4,-11,234
1164988900234,3,206,1,12,-17,235
1164988900234,3,206,1,6,-27,233
1164988901453,5,205,7,13,-19,235
1164988901453,5,205,7,9,-15,236
1164988901703,8,205,6,19,-18,233
1164988901703,8,205,6,11,-14,235
1164988902218,4,206,1,8,-29,235
1164988902234,4,206,1,10,-12,235
1164988902453,6,205,7,2,-9,235
1164988902453,6,205,7,16,-10,236
1164988903703,9,205,6,12,-10,235
1164988903718,0,205,8,10,-7,236
1164988903734,0,205,8,18,-34,236
1164988904234,5,206,1,18,-33,234
1164988904234,5,206,1,17,-30,234
1164988904453,7,205,7,3,-1,236
1164988904453,7,205,7,14,-23,235
1164988904734,1,205,8,17,-14,235
1164988904734,1,205,8,15,-15,236
1164988905234,6,206,1,15,-21,233
1164988905234,6,206,1,13,-23,233
1164988905453,8,205,7,1,-23,235
1164988905453,8,205,7,20,-15,234
1164988905718,2,205,8,13,-10,235
1164988905718,2,205,8,9,-2,235
1164988905812,0,204,18,17,-23,234
1164988905812,0,204,18,15,-7,236
1164988906234,7,206,1,9,-24,234
1164988906234,7,206,1,2,-47,217
1164988906437,9,205,7,5,-10,236
1164988906718,3,205,8,2,-10,235
1164988906718,3,205,8,16,-19,233
1164988906812,1,204,18,13,-15,236
1164988906812,1,204,18,9,-22,235
1164988908234,8,206,1,16,-14,235
1164988908234,8,206,1,3,-31,233
1164988908718,4,205,8,3,-11,234
1164988908718,4,205,8,14,-16,235
1164988908812,2,204,18,2,-49,205
1164988908812,2,204,18,16,-9,235
1164988909234,9,206,1,14,-21,235
1164988909718,5,205,8,1,-27,235
1164988909718,5,205,8,20,-13,236
1164988909812,3,204,18,3,-28,235
1164988909812,3,204,18,14,-10,236
1164988911500,0,204,19,11,-21,236
1164988911500,0,204,19,12,-17,236
1164988911718,6,205,8,5,-6,236
1164988911718,6,205,8,7,-1,236
1164988911812,4,204,18,1,-32,235
1164988911812,4,204,18,20,-7,235
1164988913046,0,205,9,2,-15,235
1164988913046,0,205,9,16,-17,235
1164988913500,1,204,19,6,-13,234
1164988913500,1,204,19,8,-28,234
1164988914734,7,205,8,4,-4,235
1164988914734,7,205,8,19,-29,236
1164988914812,5,204,18,5,-24,233
1164988914812,5,204,18,7,-17,235
1164988915046,1,205,9,3,-13,236
1164988915046,1,205,9,14,-35,236
1164988916500,2,204,19,10,-16,233
1164988916500,2,204,19,18,-1,235
1164988916734,8,205,8,11,-5,236
1164988916734,8,205,8,12,-12,234
1164988916796,0,205,10,18,-17,235
1164988916796,0,205,10,17,-23,235
1164988916812,6,204,18,4,-25,234
1164988916812,6,204,18,19,-4,235
1164988917046,2,205,9,1,-24,234
1164988917046,2,205,9,20,-11,234
1164988918515,3,204,19,17,-14,235
1164988918515,3,204,19,15,-13,235
1164988918750,9,205,8,6,-1,236
1164988918796,1,205,10,15,-10,236
1164988918796,1,205,10,13,-15,234
1164988918812,7,204,18,11,-13,234
1164988918812,7,204,18,12,-11,234
1164988920046,3,205,9,5,-9,234
1164988920046,3,205,9,7,-10,236
1164988920296,0,204,20,5,-28,235
1164988920296,0,204,20,7,-15,236
1164988920500,4,204,19,13,-16,236
1164988920500,4,204,19,9,-19,235
1164988920515,0,205,11,12,-6,236
1164988920515,0,205,11,6,-9,234
1164988920796,2,205,10,9,-10,236
1164988920796,2,205,10,2,-25,236
1164988920812,8,204,18,6,-18,236
1164988920812,8,204,18,8,-34,235
1164988922046,4,205,9,4,-2,236
1164988922046,4,205,9,19,-21,236
1164988922296,1,204,20,4,-17,235
1164988922296,1,204,20,19,-9,233
1164988922515,5,204,19,2,-28,235
1164988922515,5,204,19,16,-13,235
1164988922531,1,205,11,8,-9,235
1164988922531,1,205,11,10,-3,236
1164988922812,3,205,10,16,-19,234
1164988922812,3,205,10,3,-24,236
1164988922812,9,204,18,10,-19,235
1164988923046,5,205,9,11,-1,236
1164988923046,5,205,9,12,-12,236
1164988923296,2,204,20,11,-19,236
1164988923296,2,204,20,12,-20,236
1164988923500,6,204,19,3,-30,234
1164988923500,6,204,19,14,-10,234
1164988923515,2,205,11,18,-10,236
1164988923531,2,205,11,17,-27,235
1164988923796,4,205,10,14,-1,234
1164988923796,4,205,10,1,-10,234
1164988924046,6,205,9,6,-1,235
1164988924046,6,205,9,8,-1,236
1164988924281,3,204,20,6,-18,233
1164988924281,3,204,20,8,-16,236
1164988924500,7,204,19,1,-23,234
1164988924500,7,204,19,20,-6,231
1164988924515,3,205,11,15,-4,236
1164988924515,3,205,11,13,-9,234
1164988924796,5,205,10,20,-19,234
1164988924796,5,205,10,5,-19,235
1164988925046,7,205,9,10,-11,236
1164988925046,7,205,9,18,-23,236
1164988925296,4,204,20,10,-21,234
1164988925296,4,204,20,18,-8,235
1164988925500,8,204,19,5,-31,234
1164988925500,8,204,19,7,-17,235
1164988925515,4,205,11,9,-5,236
1164988925515,4,205,11,2,-17,235
1164988925812,6,205,10,7,-4,235
1164988925812,6,205,10,4,-10,234
1164988926046,8,205,9,17,-9,236
1164988926046,8,205,9,15,-16,236
1164988926171,0,205,14,1,-21,235
1164988926171,0,205,14,20,-14,234
1164988926296,5,204,20,17,-7,235
1164988926296,5,204,20,15,-33,236
1164988927515,9,204,19,4,-26,235
1164988927796,7,205,10,19,-16,236
1164988927796,7,205,10,11,-8,234
1164988928046,9,205,9,13,-11,235
1164988928187,1,205,14,5,-25,236
1164988928187,1,205,14,7,-22,236
1164988928296,6,204,20,13,-13,232
1164988928296,6,204,20,9,-15,236
1164988928531,6,205,11,14,-8,235
1164988928531,6,205,11,1,-17,235
1164988928796,8,205,10,12,-2,236
1164988928796,8,205,10,6,-9,235
1164988929093,0,206,2,16,-31,235
1164988929093,0,206,2,3,-3,235
1164988929171,2,205,14,4,-23,235
1164988929171,2,205,14,19,-9,235
1164988929296,7,204,20,2,-26,236
1164988929296,7,204,20,16,-18,236
1164988930531,7,205,11,20,-19,234
1164988930531,7,205,11,5,-29,234
1164988930656,0,205,12,6,-7,236
1164988930656,0,205,12,8,-9,236
1164988930796,9,205,10,8,-9,235
1164988930968,0,205,15,13,-10,235
1164988930968,0,205,15,9,-13,234
1164988931093,1,206,2,14,-26,236
1164988931093,1,206,2,1,-45,209
1164988931171,3,205,14,11,-4,236
1164988931171,3,205,14,12,-11,235
1164988931296,8,204,20,3,-26,236
1164988931296,8,204,20,14,-11,235
1164988931515,8,205,11,7,-15,235
1164988931515,8,205,11,4,-10,235
1164988931656,1,205,12,10,-3,236
1164988931656,1,205,12,18,-14,235
1164988932968,1,205,15,2,-20,236
1164988932968,1,205,15,16,-16,236
1164988933093,2,206,2,20,-21,236
1164988933093,2,206,2,5,-9,234
1164988933187,0,206,3,1,-32,235
1164988933187,0,206,3,20,-25,234
1164988933187,4,205,14,6,-21,234
1164988933187,4,205,14,8,-16,234
1164988933281,9,204,20,1,-33,234
1164988933515,9,205,11,19,-26,234
1164988933656,2,205,12,17,-6,236
1164988933656,2,205,12,15,-15,236
1164988933968,2,205,15,3,-17,235
1164988933968,2,205,15,14,-18,235
1164988934093,3,206,2,7,-9,235
1164988934093,3,206,2,4,-19,235
1164988934125,0,205,16,1,-13,234
1164988934125,0,205,16,20,-16,235
1164988934171,1,206,3,5,-11,234
1164988934171,1,206,3,7,-2,235
1164988934187,5,205,14,10,-2,235
1164988934187,5,205,14,18,-11,236
1164988934656,3,205,12,13,-1,234
1164988934656,3,205,12,9,-12,235
1164988934968,3,205,15,1,-18,235
1164988934968,3,205,15,20,-29,233
1164988935093,4,206,2,19,-27,234
1164988935093,4,206,2,11,-10,236
1164988935125,1,205,16,5,-19,234
1164988935125,1,205,16,7,-12,235
1164988935171,2,206,3,4,-22,236
1164988935171,2,206,3,19,-33,235
1164988935187,6,205,14,17,-6,236
1164988935187,6,205,14,15,-19,236
1164988936656,4,205,12,2,-19,235
1164988936656,4,205,12,16,-15,235
1164988936968,4,205,15,5,-20,235
1164988936968,4,205,15,7,-8,235
1164988937031,0,205,13,9,-10,234
1164988937031,0,205,13,2,-31,236
1164988937093,5,206,2,12,-17,235
1164988937093,5,206,2,6,-5,236
1164988937125,2,205,16,4,-18,233
1164988937125,2,205,16,19,-15,235
1164988937187,3,206,3,11,-15,236
1164988937187,3,206,3,12,-16,235
1164988937187,7,205,14,13,-13,236
1164988937187,7,205,14,9,-35,234
1164988937187,5,206,2,12,-17,235
1164988937187,5,206,2,6,-5,236
1164988937656,5,205,12,3,-15,234
1164988937656,5,205,12,14,-11,236
1164988937968,5,205,15,4,-15,235
1164988937968,5,205,15,19,-10,235
1164988938031,1,205,13,16,-2,236
1164988938031,1,205,13,3,-21,236
1164988938093,6,206,2,8,-8,235
1164988938093,6,206,2,10,-25,235
1164988938125,3,205,16,11,-10,235
1164988938125,3,205,16,12,-15,235
1164988938171,4,206,3,6,-15,234
1164988938171,4,206,3,8,-13,235
1164988938171,8,205,14,2,-29,234
1164988938171,8,205,14,16,-14,235
1164988939656,6,205,12,1,-17,232
1164988939656,6,205,12,20,-18,235
1164988939859,0,205,17,15,-11,236
1164988939859,0,205,17,13,-8,234
1164988939968,6,205,15,11,-1,236
1164988939968,6,205,15,12,-13,235
1164988940031,2,205,13,14,-10,236
1164988940031,2,205,13,1,-22,234
1164988940093,7,206,2,18,-48,216
1164988940093,7,206,2,17,-25,235
1164988940125,4,205,16,6,-10,230
1164988940125,4,205,16,8,-20,234
1164988940171,5,206,3,10,-28,234
1164988940171,5,206,3,18,-29,235
1164988940171,9,205,14,3,-32,234
1164988940656,7,205,12,5,-29,235
1164988940656,7,205,12,7,-23,236
1164988940859,1,205,17,9,-9,236
1164988940859,1,205,17,2,-29,232
1164988940968,7,205,15,6,-6,235
1164988940968,7,205,15,8,-14,235
1164988941031,3,205,13,20,-14,235
1164988941031,3,205,13,5,-16,236
1164988941093,8,206,2,15,-21,234
1164988941093,8,206,2,13,-30,236
1164988941125,5,205,16,10,-19,236
1164988941125,5,205,16,18,-8,235
1164988941171,6,206,3,17,-18,233
1164988941171,6,206,3,15,-19,236
1164988941656,8,205,12,4,-16,233
1164988941656,8,205,12,19,-19,235
1164988941859,2,205,17,16,-3,236
1164988941859,2,205,17,3,-18,236
1164988941968,8,205,15,10,-13,235
1164988941968,8,205,15,18,-2,236
1164988942031,4,205,13,7,-18,236
1164988942031,4,205,13,4,-10,236
1164988942093,9,206,2,9,-10,235
1164988942125,6,205,16,17,-4,235
1164988942125,6,205,16,15,-17,235
1164988942171,7,206,3,13,-22,236
1164988942171,7,206,3,9,-9,235
1164988942656,9,205,12,11,-1,234
1164988942843,3,205,17,14,-9,236
1164988942859,3,205,17,1,-32,235
1164988942968,9,205,15,17,-8,235
1164988943031,5,205,13,19,-17,235
1164988943031,5,205,13,11,-10,235
1164988943109,7,205,16,13,-1,235
1164988943109,7,205,16,9,-17,235
1164988943171,8,206,3,2,-8,235
1164988943171,8,206,3,16,-21,235
1164988944843,4,205,17,20,-7,234
1164988944843,4,205,17,5,-15,234
1164988945031,6,205,13,12,-1,236
1164988945031,6,205,13,6,-15,233
1164988945125,8,205,16,2,-33,236
1164988945125,8,205,16,3,-20,235
1164988945171,9,206,3,14,-33,232
1164988945484,0,206,4,19,-31,234
1164988945484,0,206,4,11,-10,236
1164988945859,5,205,17,7,-23,235
1164988945859,5,205,17,4,-19,233
1164988946031,7,205,13,8,-10,235
1164988946031,7,205,13,10,-17,235
1164988946109,9,205,16,14,-15,234
1164988946500,1,206,4,12,-18,234
1164988946500,1,206,4,6,-12,235
1164988947859,6,205,17,19,-16,230
1164988947859,6,205,17,11,-24,236
1164988948031,8,205,13,18,-13,235
1164988948031,8,205,13,17,-6,235
1164988948500,2,206,4,8,-2,236
1164988948500,2,206,4,10,-13,236
1164988948859,7,205,17,12,-6,235
1164988948859,7,205,17,6,-15,235
1164988949031,9,205,13,15,-11,235
1164988949500,3,206,4,18,-29,235
1164988949500,3,206,4,17,-20,235
1164988949703,0,206,6,8,-6,235
1164988949703,0,206,6,10,-16,232
1164988949843,8,205,17,8,-15,234
1164988949843,8,205,17,10,-27,235
1164988950500,4,206,4,15,-19,234
1164988950500,4,206,4,13,-15,235
1164988950703,1,206,6,18,-21,235
1164988950703,1,206,6,17,-17,235
1164988950859,9,205,17,18,-24,235
1164988951500,5,206,4,9,-6,234
1164988951500,5,206,4,2,-24,236
1164988952703,2,206,6,15,-11,234
1164988952703,2,206,6,13,-17,235
1164988954453,0,206,7,4,-12,236
1164988954453,0,206,7,19,-21,235
1164988954484,6,206,4,16,-19,236
1164988954484,6,206,4,3,-23,235
1164988954703,3,206,6,9,-1,235
1164988954703,3,206,6,2,-10,235
1164988955453,1,206,7,11,-15,236
1164988955453,1,206,7,12,-25,236
1164988955500,7,206,4,14,-25,236
1164988955500,7,206,4,1,-33,235
1164988955703,4,206,6,16,-13,233
1164988955703,4,206,6,3,-15,234
1164988956234,0,207,1,20,-33,234
1164988956234,0,207,1,5,-31,233
1164988956453,2,206,7,6,-4,236
1164988956453,2,206,7,8,-6,235
1164988956484,8,206,4,20,-17,236
1164988956484,8,206,4,5,-6,235
1164988956703,5,206,6,14,-23,236
1164988956703,5,206,6,1,-29,235
1164988957234,1,207,1,7,-21,235
1164988957234,1,207,1,4,-32,234
1164988957453,3,206,7,10,-9,235
1164988957453,3,206,7,18,-19,235
1164988957484,9,206,4,7,-12,236
1164988957718,6,206,6,20,-18,235
1164988957718,6,206,6,5,-14,234
1164988959234,2,207,1,19,-25,234
1164988959234,2,207,1,11,-15,234
1164988959453,4,206,7,17,-25,235
1164988959453,4,206,7,15,-12,234
1164988959703,7,206,6,7,-5,234
1164988959703,7,206,6,4,-11,235
1164988960234,3,207,1,12,-17,232
1164988960234,3,207,1,6,-27,233
1164988961453,5,206,7,13,-19,235
1164988961453,5,206,7,9,-15,235
1164988961703,8,206,6,19,-18,235
1164988961703,8,206,6,11,-14,234
1164988962234,4,207,1,8,-29,234
1164988962234,4,207,1,10,-12,232
1164988962453,6,206,7,2,-9,236
1164988962453,6,206,7,16,-10,235
1164988963703,9,206,6,12,-9,235
1164988963734,0,206,8,10,-9,236
1164988963734,0,206,8,18,-35,233
1164988964234,5,207,1,18,-33,235
1164988964234,5,207,1,17,-31,234
1164988964453,7,206,7,3,-1,235
1164988964453,7,206,7,14,-23,236
1164988964734,1,206,8,17,-14,235
1164988964734,1,206,8,15,-15,236
1164988965234,6,207,1,15,-21,234
1164988965234,6,207,1,13,-23,233
1164988965453,8,206,7,1,-23,235
1164988965453,8,206,7,20,-15,235
1164988965734,2,206,8,13,-11,236
1164988965734,2,206,8,9,-2,234
1164988965828,0,205,18,17,-23,235
1164988965828,0,205,18,15,-7,236
1164988966234,7,207,1,9,-24,235
1164988966234,7,207,1,2,-46,225
1164988966453,9,206,7,5,-10,235
1164988966734,3,206,8,2,-10,236
1164988966734,3,206,8,16,-20,236
1164988966812,1,205,18,13,-15,234
1164988966812,1,205,18,9,-23,236
1164988968234,8,207,1,16,-13,234
1164988968234,8,207,1,14,-21,235
1164988968734,4,206,8,3,-11,234
1164988968734,4,206,8,14,-15,235
1164988968812,2,205,18,2,-49,203
1164988968812,2,205,18,16,-9,235
1164988969234,9,207,1,3,-31,235
1164988969734,5,206,8,1,-28,236
1164988969734,5,206,8,20,-13,235
1164988969812,3,205,18,3,-28,235
1164988969812,3,205,18,14,-10,236
1164988971500,0,205,19,11,-21,235
1164988971500,0,205,19,12,-17,235
1164988971734,6,206,8,5,-4,236
1164988971734,6,206,8,7,-1,236
1164988971812,4,205,18,1,-32,232
